Artist,Related Artists
Haquil,"Staar Watson, Carlos Cordero, Mole, J Cush, Nerry Money, Valentino GRM, Mochis, Macho LXIII, Caleb Rs, Rik, T.O.T, Fulo El Yeyo, Brayy Music, Sheko, Karmelo Productions, El Yainis, Ollmyke, Choliare, El Zeta, Anyuri"
Nerry Money,"Mole, T.O.T, Andiex, Fulo El Yeyo, Kabliz, El Zeta, Robi Guid, El Yainis, Eiby, Anyuri, Bin$ho, Chamaco, LH, Danny Yash, Jorkan, DJ Ledezz, Haquil, Jr Sossa, Valentino GRM, El Codigo Kirkao"
Robi Guid,"Andiex, Fulo El Yeyo, Kabliz, El Zeta, Eiby, Chamaco, The 5 Love, Danny Yash, Bin$ho, T.O.T, Nerry Money, Mole, El Codigo Kirkao, Jorkan, Italian Somali, Tachi, El Yainis, LH, El Boy C, Yemil"
BARBEL,"T.O.T, Nerry Money, LH, Jorkan, Kabliz, Tachi, Danny Yash, Robi Guid, Mole, Yemil, El Yainis, Chamaco, Andiex, Eiby, Fulo El Yeyo, Italian Somali, El Zeta, The 5 Love, Akim, BCA"
DJ Ledezz,"Andiex, Jr Sossa, Nerry Money, Bin$ho, Anyuri, Valentino GRM, El Zeta, Kabliz, LH, Eiby, Robi Guid, Mole, Danny Yash, T.O.T, Faster, Chamaco, Jorkan, Tachi, El Codigo Kirkao, El Yainis"
Lola Amour,"Over October, ""Any Names Okay"", The Ridleys, ONE CLICK STRAIGHT, Sleep Alley, Reese Lansangan, Ace Banzuelo, Timmy Albert, Fern., The Cohens, Jensen & The Flips, Clara Benin, syd hartha, SUD, Patch Quiwa, Autotelic, The Ransom Collective, Rob Deniel, Paolo Sandejas, Alisson Shore"
Zack Tabudlo,"Patch Quiwa, Kyle Juliano, TJ Monterde, Agsunta, Janine, John Roa, Khel Pangilinan, Unique Salonga, I Belong to the Zoo, Michael Pangilinan, Ace Banzuelo, This Band, December Avenue, Lola Amour, Tres Hermanas, IV Of Spades, B.O.U., Ben&Ben, Mayonnaise, Arthur Miguel"
Dilaw,"SunKissed Lola, Sugarcane, Kenaniah, Rob Deniel, Frank Ely, Cesca, Noah Alejandre, Dionela, Kyle Raphael, Cup of Joe, juan karlos, Ace Banzuelo, The Ridleys, Arthur Miguel, NOBITA, Calein, Over October, Dro Perez, Paolo Sandejas, SUD"
SunKissed Lola,"Kenaniah, Frank Ely, Sugarcane, Noah Alejandre, Rob Deniel, Cesca, Paolo Sandejas, Kyle Raphael, Cup of Joe, Dilaw, The Ridleys, Calein, Dionela, Over October, Ace Banzuelo, juan karlos, Hey Its Je, NOBITA, Zildjian Parma, SUD"
Adie,"mrld, Kenaniah, Cup of Joe, Arthur Miguel, NOBITA, Rob Deniel, Arthur Nery, Lola Amour, Ace Banzuelo, Sugarcane, Dionela, SunKissed Lola, The Juans, TJ Monterde, Janine, Munimuni, juan karlos, SUD, Agsunta, Unique Salonga"
Sassa Gurl,"Realest Cram, Toni Fowler, O SIDE MAFIA, Nateman, OLGANG, Sica, Al James, Kiyo, Because, Lo ki, Alisson Shore, HELLMERRY, Just Hush, CK YG, Shanti Dope, Kakaiboys, Rob Deniel, Lola Amour, Cean Jr., Nik Makino"
Flow G,"MC Einstein, Young Blood Neet, Lo ki, Jrldm, Nik Makino, Skusta Clee, HELLMERRY, CLR, Omar Baliw, Shanti Dope, Pricetagg, Bugoy Na Koykoy, Jnske, Because, Ex Battalion, Geo Ong, Guddhist Gunatita, OLGANG, Jeff Grecia, Ron Henley"
Cean Jr.,"DENȲ, Jnske, Jom, Hicci, Jae K, SUPAFLY, KXLE, Yo Gef, VNCE, Illest Morena, esseca, Eros Rhodes, Jim P, Young Blood Neet, CK YG, Mac Mafia, MC Einstein, Lance Santdas, HELLMERRY, Alisson Shore"
Shoti,"Termula, teo glacier, Zildjian Parma, Sugarcane, Dro Perez, Cesca, Kenaniah, Dionela, Cean Jr., Yno, siopaolo, Rob Deniel, SUPAFLY, Kyle Raphael, Ace Banzuelo, Soulthrll, Calein, SunKissed Lola, Noah Alejandre, Gehro"
Calein,"Kyle Raphael, Frank Ely, 7th, Sleep Alley, TONEEJAY, Noah Alejandre, Cesca, Over October, Paolo Sandejas, Kenaniah, The Ridleys, Sugarcane, raven, Shirebound & Busking, Rob Deniel, Martti Franca, Healy After Dark, Unique Salonga, Zildjian Parma, Yno"
Jeff Grecia,"Yo Gef, SUPAFLY, prettyboymusic, Gat Putch, Paul N Ballin, OLG Zak, Young Blood Neet, Awie, Guddhist Gunatita, GRA the Great, CK YG, Ryouji, HELLMERRY, Tu$ Brother$, Ghetto Gecko, MaxyPresko, KXLE, Raf Davis, Soulja444, Luci J"
Sugarcane,"Frank Ely, Kyle Raphael, Cesca, Noah Alejandre, Rob Deniel, Kenaniah, Calein, The Ridleys, Over October, raven, 7th, Paolo Sandejas, Cup of Joe, Zildjian Parma, Dionela, SunKissed Lola, TONEEJAY, HNT, Munimuni, Shirebound & Busking"
NOBITA,"Ace Banzuelo, Arthur Miguel, Kenaniah, Kyle Raphael, Dionela, Rob Deniel, Agsunta, Janine, Patch Quiwa, Magnus Haven, SUD, Sugarcane, I Belong to the Zoo, juan karlos, The Juans, Paolo Sandejas, SunKissed Lola, Cup of Joe, Noah Alejandre, Zildjian Parma"
Up Dharma Down,"Imago, Kjwan, Sandwich, ""Barbies Cradle"", Barbie Almalbis, The Itchyworms, Eraserheads, Moonstar88, Mayonnaise, Orange & Lemons, Hale, Pupil, Kitchie Nadal, Rico Blanco, Bamboo, Urbandub, Callalily, Join The Club, Chicosci, Parokya Ni Edgar"
Arthur Nery,"mrld, Arthur Miguel, Kenaniah, NOBITA, Rob Deniel, Adie, Alisson Shore, Cup of Joe, Ace Banzuelo, Kiyo, The Juans, Dionela, Lola Amour, juan karlos, Munimuni, Agsunta, TJ Monterde, Just Hush, SUD, Unique Salonga"
Bobby Vandamme,"Saha Saha, Dorian, MADE, D1NO, Jamal, Sarhad, PEPO, KIDD KAWAKI, Soufian, Silva, OG LOCKE, KARDO, OMAR, Django, O.G., YAKARY, ""Rais"", Soso Mcr, Koushino, Azzi Memo"
KALIM,"Reyli Barba, Playa Limbo, Yahir, Alexander Acha, Sandoval, Iskander, David Cavazos, OV7, Nikki Clan, Sin Bandera, MDO, Paty Cantú, Tranzas, Ha*Ash, Noel Schajris, Erik Rubin, Sentidos Opuestos, Tommy Torres, Aleks Syntek, Marco di Mauro"
Noizy,"Kida, Melinda Ademi, Mc Kresha, Elvana Gjata, Lumi B, Ledri Vula, Dhurata Dora, Diona Fona, Cricket, Majk, Capital T, Irkenc Hyka, Elgit Doda, Gjiko, Dafina Zeqiri, Butrint Imeri, Ghetto Geasy, Azzi Memo, Yll Limani, Young Zerka"
RIN,"Allie X, Charli XCX, Poppy, SOPHIE, Sky Ferreira, Slayyyter, Magdalena Bay, Kero Kero Bonito, Tei Shi, Tinashe, Chloe x Halle, Kilo Kish, FKA twigs, Rebecca Black, Empress Of, Hannah Diamond, Janelle Monáe, Bree Runway, A. G. Cook, Shygirl"
Elai,"S4MM, BARDHI, Marin, Ledri Vula, Mc Kresha, OTTO, Finem, Capital T, Majk, Yll Limani, Dafina Zeqiri, Mozzik, Tayna, Gjiko, Buta, Lumi B, Era Istrefi, 2Ton, Don Xhoni, Vinz"
Jamule,"KALIM, FOURTY, Monet192, CIVO, JIGGO, PA Sports, Eddin, Pajel, Faroon, Kianush, BOJAN, Bausa, Alies, Kalazh44, KC Rebell, Morpheuz, Samo104, LUIS, Lil Lano, Dardan"
Yll Limani,"Irkenc Hyka, Majk, Shkurte Gashi, Ledri Vula, S4MM, Ghetto Geasy, Gjiko, Trimi, Blunt & Real, Capital T, Butrint Imeri, Young Zerka, Mozzik, Skerdi, Getinjo, Blleki, Babastars, Altin Sulku, DJ Gimi-O, Tingulli Trent, "
Felix Jaehn,"Martin Jensen, Lost Frequencies, Sam Feldt, Kungs, Mike Perry, Sigala, Seeb, Ofenbach, Robin Schulz, YouNotUs, Lucas Estrada, Matoma, Klingande, Jonas Blue, LIZOT, Loud Luxury, GAMPER & DADONI, Hot Shade, Jax Jones, Syn Cole"
Grupo Firme,"Carin Leon, Virlan Garcia, Lenin Ramírez, El Fantasma, Los Parras, Gerardo Coronel, Grupo Codiciado, Alta Consigna, Perdidos De Sinaloa, Grupo Recluta, Jovanny Cadena Y Su Estilo Privado, Los Gemelos De Sinaloa, Cornelio Vega y su Dinastia, Cuarto de Milla, Crecer German, La Zenda Norteña, Joss Favela, Tito Torbellino Jr, Edicion Especial, Jorge Medina"
Yuridia,"Playa Limbo, María José, OV7, Reyli Barba, Paty Cantú, Sentidos Opuestos, Alejandra Guzman, Kalimba, Ha*Ash, Edith Márquez, Sandoval, Timbiriche, Fey, Kabah, Yahir, Kany García, Yuri, JEANS, Onda Vaselina, Danna Paola"
Christian Nodal,"Pepe Aguilar, Alejandro Fernández, Vicente Fernández, Intocable, Espinoza Paz, Los Plebes del Rancho de Ariel Camacho, Yuridia, El Bebeto, Banda Los Recoditos, Banda MS de Sergio Lizárraga, La Arrolladora Banda El Limón De Rene Camacho, Pesado, La Adictiva, Calibre 50, Ángela Aguilar, Banda Carnaval, Reyli Barba, El Chapo De Sinaloa, Río Roma, Edwin Luna y La Trakalosa de Monterrey"
Calin,"David Guetta, Jonas Blue, The Chainsmokers, Kygo, Martin Jensen, Lost Frequencies, Sigala, Jax Jones, Kungs, Cheat Codes, Loud Luxury, Felix Jaehn, Galantis, Robin Schulz, Alesso, Sam Feldt, Zedd, Major Lazer, Axwell /\\ Ingrosso, Martin Garrix"
STEIN27,"Dorian, Totally Nothin, KOJO, Grey256, Wesome, Vadak, Hasan, Nik Tendo, Sensey, AJ Brix, Protiva, Reginald, Robin Zoot, Skelly, Sofian Medjmedj, Milion Plus, Renne Dang, CA$HANOVA BULHAR, Steve Sniff, P T K"
Ektor,"Refew, Renne Dang, ATMO Music, Robin Zoot, Sergei Barracuda, Yzomandias, Calin, Protiva, Viktor Sheen, Konex, Pil C, Vadak, Amco, CA$HANOVA BULHAR, Majself, Separ, Nerieš, Paulie Garand, Psycho Rhyme, Abde"
Robin Zoot,"Sergei Barracuda, Yzomandias, Psycho Rhyme, CA$HANOVA BULHAR, Renne Dang, Viktor Sheen, Protiva, Lvcas Dope, Vadak, Calin, Amco, Refew, Konex, Jickson, Nik Tendo, JCKPT, Ektor, Darewin, Hasan, Smack"
Nik Tendo,"Fobia Kid, Lvcas Dope, Vadak, Radikal Chef, Psycho Rhyme, Jickson, Yzomandias, Sergei Barracuda, Viktor Sheen, CA$HANOVA BULHAR, Robin Zoot, Pil C, Calin, Renne Dang, Darewin, Konex, Protiva, Refew, JCKPT, Samey"
Viktor Sheen,"Calin, Renne Dang, Yzomandias, Robin Zoot, CA$HANOVA BULHAR, Amco, Refew, Vadak, Nik Tendo, Sergei Barracuda, Psycho Rhyme, Protiva, Ektor, Lvcas Dope, ATMO Music, Jickson, Konex, Sofian Medjmedj, Abde, Fobia Kid"
Sofian Medjmedj,"CANN, Adam Mišík, Poetika, Jakub Děkan, Hodiny, Slza, Renne Dang, Pekar, Amco, ATMO Music, Pavel Callta, Emma Drobna, Abde, Ben Cristovao, Jelen, Viktor Sheen, Vadak, David Stypka, Monika Bagarova, DeeThane"
ŠKWOR,"Alkehol, Harlej, Kabát, Doga, Jaksi Taksi, Cocotte Minute, Ales Brichta, Visací Zámek, Wanastowi Vjecy, Daniel Landa, Rybičky 48, Arakain, Orlik, UDG, Tři Sestry, DIVOKEJ BILL, E!E, Tlustá Berta, Lucie, Punk Floid"
Separ,"Strapo, DMS, Majself, Majk Spirit, Vladis, Suvereno, Ektor, Plexo, Kontrafakt, Tono S., Puerto, H16, MC Gey, Refew, Paulie Garand, Nerieš, Pil C, Dalyb, Rakby, Rytmus"
Mikolas Josef,"MÉLOVIN, Netta, Pavel Callta, Mirai, Slza, Sebastian, Ewa Farna, ATMO Music, Ben Cristovao, Sofian Medjmedj, Poetika, Adam Mišík, Jelen, XINDL X, Mandrage, Sima, Marek Ztraceny, Lenny, Kryštof, Tomas Klus"
KOJO,"Nosgov, kets4eki, d3r, roshyw, luvwillow, cade clair, horrormovies, Mezha, LyteSpeed, Nuvfr, xxanteria, asteria, Senses, KidSnorlax, Marluxiam, ANGELMANE, wujek, 6arelyhuman, hubithekid, h!tex"
Milion Plus,"Robin Zoot, Hasan, Koky, 58G, Nik Tendo, Meizyy, Decky, Karlo, Sensey, AstralKid22, Konex, Hard Rico, CA$HANOVA BULHAR, Zayo, Smack, P T K, CMD, Shimmi, Dollar Prync, Sergei Barracuda"
Kabát,"Daniel Landa, Wanastowi Vjecy, Alkehol, Harlej, DIVOKEJ BILL, ŠKWOR, Ales Brichta, Lucie, Jaksi Taksi, Tři Sestry, Doga, Tezkej Pokondr, UDG, Wohnout, Orlik, Rybičky 48, Olympic, Visací Zámek, Horkýže Slíže, Arakain"
DIVOKEJ BILL,"Wanastowi Vjecy, Daniel Landa, Kabát, Lucie, Ready Kirken, Wohnout, UDG, Support Lesbiens, Jaksi Taksi, Mig 21, Harlej, Sto zvířat, Aneta Langerová, XINDL X, Chinaski, Alkehol, Ales Brichta, Tezkej Pokondr, Cocotte Minute, Tři Sestry"
Sto zvířat,"Wohnout, Mig 21, Wanastowi Vjecy, Karel Kryl, Visací Zámek, Tři Sestry, Vypsana Fixa, Gaia Mesiah, Buty, Daniel Landa, Chinaski, Lucie, Jaromir Nohavica, Ready Kirken, Support Lesbiens, Traband, Ivan Hlas, Cocotte Minute, Deda Mladek Illegal Band, J.A.R."
Wohnout,"Wanastowi Vjecy, Sto zvířat, Mig 21, Cocotte Minute, Ready Kirken, Support Lesbiens, Lucie, Daniel Landa, Tři Sestry, Vypsana Fixa, Gaia Mesiah, DIVOKEJ BILL, UDG, Visací Zámek, Kabát, Deda Mladek Illegal Band, Chinaski, Monkey Business, Karel Kryl, Mnaga A Zdorp"
Olga Lounova,"David Deyl, Marketa Konvickova, Marek Ztraceny, Michal Hruza, Lucie Vondrackova, Petr Kolář, Mandrage, Leona Machálková, Gabriela Gunčíková, Holki, Leos Mares, Lunetic, Argema, Nightwork, UDG, Lucie Bílá, Janek Ledecky, Tomas Klus, Aneta Langerová, Ready Kirken"
CA$HANOVA BULHAR,"Yzomandias, Robin Zoot, Viktor Sheen, Renne Dang, Calin, Sergei Barracuda, Psycho Rhyme, Refew, Nik Tendo, Protiva, Vadak, Jickson, Lvcas Dope, Amco, Darewin, Ektor, Gleb, Konex, Hasan, JCKPT"
MEDUZA,"Topic, Brando, Regard, ACRAZE, Marc Benjamin, Imanbek, Keanu Silva, Dynoro, James Carter, Yves V, Braaheim, KREAM, VINAI, Öwnboss, SOMMA, Loud Luxury, Dubdogz, Oliver Heldens, GENESI, Sevenn"
Tzanca Uraganu,"Costel Biju, Iuly Neamtu, Bogdan DLP, Alex Velea, Cristi Mega, Alex Botea, Jador, Luis Gabriel, Nikolas, Dani Mocanu, Florin Salam, Beach, Please!, YNY Sebi, Andrei G, M.G.L., Leo de la Kuweit, RAVA, Nicolae Guta, Miraj Tzunami, Mgk666"
rares,"Emilian, Nicole Cherry, Juno, Florian Rus, Mario Fresh, EMAA, RANDI, Mark Stam, MIRA, Alina Eremia, Cristian Porcari, Andia, AMI, Shift, Liviu Teodorescu, Alexia, Criss Blaziny, Raluka, Doddy, Speak"
Jador,"Nikolas, Cocos de la Calarasi, Elys, Luis Gabriel, Miraj Tzunami, Cristi Mega, Leo de la Kuweit, Andrei G, Alex Botea, Zenys, Bogdan De La Ploiesti, Nikolas Sax, Copilul De Aur, POLLY, Alex Velea, Danya, Florin Cercel, Lele, Dj Magic Romania, Mariano"
Marko Glass,"Bvcovia, Tussin, LilCagula, Azteca, Amuly, Yakki, Calinacho, Aerozen, Alberto Grasu, Sapte, Petre Stefan, IDK, Beach, Please!, Berechet, Oscar, Stefan Costea, NANE, M.G.L., NMW Yanni, Exploit"
Iuly Neamtu,"Costel Biju, Cristi Mega, Nikolas, Alex Botea, Luis Gabriel, Bogdan DLP, Jador, Alex Velea, Miraj Tzunami, Andrei G, Cocos de la Calarasi, Leo de la Kuweit, Dani Mocanu, Tzanca Uraganu, Dj Magic Romania, Bogdan De La Ploiesti, Beach, Please!, Florin Salam, Gheboasă, Elys"
Costel Biju,"Cristi Mega, Alex Botea, Nikolas, Leo de la Kuweit, Luis Gabriel, Mariano, Miraj Tzunami, Bogdan DLP, Cocos de la Calarasi, Bogdan De La Ploiesti, Dj Magic Romania, Lele, Alex Velea, Andrei G, Jador, Iuly Neamtu, Dani Mocanu, Florin Cercel, Elys, Copilul De Aur"
Ian,"Yung Pinch, Lil Mosey, Lil Gnar, Bankrol Hayden, Arizona Zervas, Unodavid, Landon Cube, Tyla Yaweh, 44phantom, Dro Kenji, Thekidszn, Internet Money, Aries, KillBunk, Smokepurpp, 24kGoldn, POORSTACY, Lxst, Lil Skies, Kevin Powers"
Dani Mocanu,"Cristi Mega, Miraj Tzunami, Leo de la Kuweit, Alex Botea, Nikolas, Cocos de la Calarasi, Dj Magic Romania, Costel Biju, Bogdan De La Ploiesti, Andrei G, Lele, Alex Velea, Florin Cercel, Luis Gabriel, Bogdan DLP, Gheboasă, Abi, Jador, Mariano, Sorinel Pustiu"
Bogdan DLP,"Nikolas, Cristi Mega, Alex Botea, Luis Gabriel, Leo de la Kuweit, Costel Biju, Bogdan De La Ploiesti, Alex Velea, Lele, Andrei G, Jador, POLLY, Cocos de la Calarasi, Mariano, Miraj Tzunami, Dj Magic Romania, Gheboasă, Elys, Iuly Neamtu, YNY Sebi"
Delia,
AlbertNbn,"Petre Stefan, Berechet, Mgk666, Alberto Grasu, Abi, DZWS, Aerozen, Beach, Please!, LilCagula, IDK, Tussin, Mobtrap, Nutu, Bvcovia, Azteca, YNY Sebi, Marko Glass, VALE, idk, Gheboasă"
RAVA,"Tussin, Azteca, IDK, Aerozen, Petre Stefan, Oscar, Bvcovia, Marko Glass, Ian, Beach, Please!, Amuly, M.G.L., NANE, Stefan Costea, Yakki, Calinacho, Mgk666, Berechet, Sapte, LilCagula, "
Bogdan De La Ploiesti,"Mariano, Reea & Tina, Sorinel Pustiu, Lele, Cocos de la Calarasi, Leo de la Kuweit, POLLY, Mihaita Piticu, Miraj Tzunami, Shaban Regele din Banat, Elys, Alex Botea, Cristi Mega, Narcisa, Lele, Nikolas, Danya, Copilul De Aur, Florin Cercel, Dj Magic Romania"
Vescan,"Feli, Doddy, Lidia Buble, ADDA, Nicole Cherry, Edward Sanda, Oana Radu, Dorian Popa, Ioana Ignat, Mario Fresh, Mark Stam, Liviu Teodorescu, Criss Blaziny, Cabron, Killa Fonic, NANE, F.Charm, RANDI, Smiley, Nicoleta Nuca"
Connect-R,"Alex Velea, Anda Adam, DJ Project, Andra, Voltaj, Delia, Grasu XXL, Andreea Banica, 3 Sud Est, Maximilian, Raluka, Criss Blaziny, Dj Sava, Andreea Balan, Lora, Deepcentral, Guess Who, Cabron, Hi-Q, Liviu Teodorescu"
Andrei G,"Stephen Kovacevich, Stanislav Bunin, Friedrich Gulda, Alicia de Larrocha, Walter Gieseking, György Cziffra, Rosalyn Tureck, András Schiff, Claudio Arrau, Mikhail Pletnev, Alexis Weissenberg, John Ogdon, Wilhelm Kempff, Jean-Marc Luisada, Christoph Eschenbach, Moura Lympany, Emil Gilels, Vladimir Ashkenazy, Nikita Magaloff, Anatol Ugorski"
Stefan Costea,"Calinacho, Yakki, Sapte, Aerozen, Oscar, IDK, idk, Alex Bittman, Exploit, Tussin, Azteca, Petre Stefan, Amuly, Bvcovia, Berechet, NMW Yanni, Marko Glass, Iustin, Rafoo, NANE"
M.G.L.,"Swisher, Beach, Please!, Amuly, Alberto Grasu, El Nino, Exploit, Tussin, Gheboasă, Marko Glass, Petre Stefan, Azteca, Satra B.E.N.Z., Aerozen, Abi, LilCagula, IDK, Golani, Yakki, Berechet, Bvcovia"
Alex Botea,"Miraj Tzunami, Cristi Mega, Leo de la Kuweit, Mariano, Bogdan De La Ploiesti, Cocos de la Calarasi, Sorinel Pustiu, Mihaita Piticu, Nikolas, Lele, Lele, Dj Magic Romania, Copilul De Aur, Elys, Florin Cercel, Shaban Regele din Banat, Danya, Reea & Tina, Zenys, POLLY"
Smiley,"Why G, 6ixbuzz, Smoke Dawg, Mksolive, J Neat, Pengz, Da Crook, ""Puffy Lz"", TallupTwinz, Booggz, Top5, Burna Bandz, Houdini, 3MFrench, Casper TNG, Robin Banks, LB SPIFFY, K Money, MOULA 1ST, Baka Not Nice"
Bvcovia,"Marko Glass, IDK, Petre Stefan, Tussin, Yakki, Azteca, LilCagula, Berechet, Aerozen, Calinacho, Amuly, Oscar, Alberto Grasu, idk, Stefan Costea, Beach, Please!, Sapte, NANE, RAVA, Abi"
Alex Velea,"Connect-R, Anda Adam, Andra, Andreea Banica, DJ Project, Delia, Ellie White, Lora, Raluka, Viky Red, Jayoh, Voltaj, Dj Sava, Matteo, CRBL, Ryan & Radu, Doddy, Boier Bibescu, Thaya, Alessia"
andrei,"Julian Bream, Per-Olov Kindgren, ""Paul ODette"", Christopher Wilson, Eduardo Fernández, Berta Rojas, The Rosette Guitar Duo, Andrei Krylov, Lana Ross & Andrew Grossman, Ronn McFarlane, Ensemble Galilei, Jakob Lindberg, Shirley Rumsey, Sharon Isbin, Ahmet Kanneci, Hopkinson Smith, Carlos Bonell, David Russell, Trouvere Medieval Minstrels, Jessica Baran-Surel, Two Worlds II"
Carla,"The Motans, Irina Rimes, Mark Stam, Smiley, Delia, RANDI, Iuliana Beregoi, DJ Project, EMAA, Florian Rus, Alina Eremia, Andia, AMI, Liviu Teodorescu, Vescan, Mario Fresh, Antonia, Nicole Cherry, Emilian, MIRA"
Krúbi,"Kapitány Máté, LMEN PRALA, ScarcityBP, Sör És Fű, trAnzKaPHka, BSW, NB, ByeAlex és a Slepp, Mikee Mykanic, Slow Village, Misshmusic, Fluor, T. Danny, Csaknekedkislány, Red Bull Pilvaker, Essemm, Follow The Flow, Tirpa, Mirror Glimpse, Beton.Hofi"
Azahriah,"DESH, Dzsúdló, ByeAlex és a Slepp, BSW, Bruno X Spacc, T. Danny, KKevin, Beton.Hofi, Manuel, VALMAR, Hundred Sins, Tóth Andi, Ekhoe, LMEN PRALA, Follow The Flow, Pogány Induló, Krúbi, L.L. Junior, Misshmusic, ALEE"
DESH,"Clifford, Colombo, Beatific, Melatone, Gabriel Forsman, Paul Grant, JPRK, Matt Wilde, SGJAZZ, Zacky Yazz, Mattari, Glimlip, Keeth, Tah., Deauxnuts, KLIM, Hans Hu$tle, Ny Cic, Nowun, HawkOne"
Filo,"Alex Schulz, MÖWE, Max Manie, Thomas Jack, Dimmi, Boehm, Klingande, De Hofnar, James Hersey, Eklo, FDVM, LU2VYK, Charming Horses, Kav Verhouzer, Campsite Dream, Autograf, Harold van Lennep, Tez Cadey, Gostan, Y.V.E. 48"
Beton.Hofi,"Mirror Glimpse, Co Lee, Hundred Sins, ibbigang, AKC Misi, Krúbi, gyuris, 6363, Kolg8eight, Dzsúdló, Filo, Pogány Induló, Grasa, Figura, Analog Balaton, DESH, LMEN PRALA, Kain, Atka, Kisé"
Dzsúdló,"ByeAlex és a Slepp, Beton.Hofi, BSW, Hundred Sins, DESH, Mirror Glimpse, Filo, T. Danny, Bruno X Spacc, Tóth Andi, ALEE, AKC Misi, Kiss Kevin, KKevin, Misshmusic, ibbigang, Manuel, Krúbi, LMEN PRALA, Ekhoe"
Pogány Induló,"Kolg8eight, ibbigang, Grasa, gyuris, Kain, AKC Misi, Ekhoe, Khaze, VZS, Atka, ercsé, Kisé, 97inco, Figura, Co Lee, Rigo, Filo, Nemes, Mirror Glimpse, Nasiimov"
Stadiumx,"Paris Blohm, Shapov, Dimitri Vangelis & Wyman, KAAZE, Tom Swoon, Dannic, Arston, Borgeous, Magnificence, Brooks, Third Party, Matt Nash, Florian Picasso, Matisse & Sadko, Thomas Gold, Holl & Rush, Swanky Tunes, Kosling, Jay Hardway, DubVision"
KKevin,"Boosie Badazz, Yo Gotti, Webbie, YFN Lucci, Starlito, Plies, Yella Beezy, Rich Homie Quan, Young Dolph, K CAMP, Gorilla Zoe, Waka Flocka Flame, Montana of 300, Shy Glizzy, Blac Youngsta, Moneybagg Yo, Slim Thug, Young Scooter, Mike Jones, Ace Hood"
Follow The Flow,"ByeAlex és a Slepp, Red Bull Pilvaker, Margaret Island, ManGoRise, Soulwave, Halott Pénz, BSW, Kelemen Kabátban, Zaporozsec, Horváth Tamás, HoneyBeast, Tóth Andi, T. Danny, Misshmusic, Bagossy Brothers Company, Majka és Curtis, Wellhello, New Level Empire, Szakács Gergő, Deniz"
Ekhoe,"ibbigang, Grasa, Kain, gyuris, Kolg8eight, ercsé, AKC Misi, Atka, Kisé, Figura, Khaze, Nasiimov, Pogány Induló, Filo, Nemes, VZS, KKevin, Rigo, 97inco, LMEN PRALA"
VALMAR,"Bruno X Spacc, ALEE, Tóth Andi, ByeAlex és a Slepp, Wellhello, BSW, T. Danny, DESH, Kiss Kevin, Horváth Tamás, KKevin, Manuel, LMEN PRALA, Follow The Flow, Dzsúdló, Halott Pénz, L.L. Junior, DR BRS, Misshmusic, Rácz Gergő"
Kain,"Nadav Cohen, Osaki, TABAL, Sleepermane, Elijah Lee, amies, eugenio izzi, S N U G, Team Astro, Loafy Building, BVG, Mondo Loops, Dimension 32, ""lOutlander"", cxlt., Hevi, Lawrence Walther, squeeda, Jhove, Kanisan"
VZS,"Shankar-Ehsaan-Loy, Sohail Sen, Sandesh Shandilya, Shreya Ghoshal, Uttam Singh, Anand Raj Anand, Sajid-Wajid, Mithoon, Madan Mohan, Sunidhi Chauhan, Anu Malik, Salim–Sulaiman, Amit Trivedi, Shaan, Tulsi Kumar, Himesh Reshammiya, Monty Sharma, Vishal Dadlani, Mohit Chauhan, Mika Singh"
ByeAlex és a Slepp,"Follow The Flow, Red Bull Pilvaker, Halott Pénz, Soulwave, Margaret Island, ManGoRise, Misshmusic, BSW, Kelemen Kabátban, Zaporozsec, T. Danny, Horváth Tamás, Wellhello, Bagossy Brothers Company, HoneyBeast, Krúbi, Fluor, Tóth Andi, LMEN PRALA, New Level Empire"
FM95BLÖ,"Ingi Bauer, Steindinn okkar, SZK, 12:00, Séra Bjössi, Ingó Veðurguð, HÚGÓ, DJ Muscleboy, ClubDub, VÆB, BlazRoca, Háski, Herra Hnetusmjör, THØR, Rjóminn, Emmsjé Gauti, ICEGUYS, Friðrik Dór, Júlí Heiðar, PATRi!K"
Herra Hnetusmjör,"JóiPé, Joey Christ, Emmsjé Gauti, Auður, GDRN, SZK, Birnir, Sturla Atlas, Gísli Pálmi, Landaboi$, Huginn, Úlfur Úlfur, DJ Muscleboy, Alexander Jarl, Floni, Friðrik Dór, BRÍET, GKR, Gummi Tóta, Jón Jónsson"
Emmsjé Gauti,"Gísli Pálmi, Herra Hnetusmjör, Sturla Atlas, Úlfur Úlfur, Auður, Birnir, GDRN, JóiPé, SZK, Joey Christ, Alexander Jarl, Aron Can, Friðrik Dór, Huginn, Floni, Kristmundur Axel, GKR, Jón Jónsson, BRÍET, Landaboi$"
Aron Can,"Joey Christ, Emmsjé Gauti, kef LAVÍK, Birnir, Gísli Pálmi, Sturla Atlas, Auður, JóiPé, Úlfur Úlfur, Herra Hnetusmjör, GDRN, Alexander Jarl, Kristmundur Axel, Landaboi$, Friðrik Dór, BRÍET, SZK, GKR, Shades Of Reykjavik, Floni"
Hafdís Huld,
